"ID","dt","DRk","Vts","gflow","gfhigh","SpeakontoSurf","Roomheight","RoomairflowNFFF","Roomvolumemin","Roomvolumemax","RoomACHmin","RoomACHmax","RoomUVCpurificationinroom","RoomUVCmaxflowrate","RoomUVCeffmin","RoomUVCeffmax","Roomwindowsopen","Roomwindspeedmin","Roomwindspeedmax","RoomsoaW","RoomsoaH","RoomsoaP","RoomNFw","RoomNFh","RoomNFd","Infected","InfStageofInfection","Infcoughrateperhourmin","Infcoughrateperhourmax","Infcoughrateperhourmode","InfCsprayprobmin","InfCsprayprobmax","InfCsprayprobmode","InfCexhaleprobmin","InfCexhaleprobmax","InfCexhaleprobmode","InfsurfacesNF","InfsurfacesFF","Infnonsilenttime","Infsalivastudy","InfsalivaIwasakimin","InfsalivaIwasakimax","InfsalivaChenshape","InfsalivaChenscale","InfEairTalkSmean","InfEairTalkSsd","Sufinger","Suface","Sueye","SuFFtimemin","SuFFtimemax","SuTmaxa","SuTmaxb","SuTmaxc","INACTIVaira","INACTIVairb","INACTIVairc","INACTIVsurfacea","INACTIVsurfaceb","INACTIVsurfacec","INACTIVskinmean","INACTIVskinsd","TRANSsurface.skinshape","TRANSsurface.skinscale","TRANSskin.abs","CONTACTsurfaceNF.handa","CONTACTsurfaceNF.handb","CONTACTsurfaceNF.handc","CONTACTsurfaceFF.handa","CONTACTsurfaceFF.handb","CONTACTsurfaceFF.handc","CONTACTface.handsize","CONTACTface.handmu","SuTARGETmin","SuTARGETmax","SuCeyeprob","SuCSPRAYprobmin","SuCSPRAYprobmax","SuCSPRAYprobmode","SuCinhaleprobmin","SuCinhaleprobmax","SuCinhaleprobmode","SuChandtouchmin","SuChandtouchmax","SuChandtouchmode","SuCfomiteprobmin","SuCfomiteprobmax","SuCfomiteprobmode","SuSPRAYprob","Su","V","W","Vn","NFsizeperc","betaNF","ACH","pSPRAY","FFtime","Tmax","Infcoughrateperhour","Ncough","FFinfected","COUGHrate","CONCsaliva","gf","Infactivity","InfEairTalkS","EairTalkS","InfEairTalkSQA","INACTIVair","INACTIVsurface","INACTIVskin","Aportals","TRANSsurface.skin","TRANSskin","CONTACTsurfaceNF.hand","CONTACTsurfaceFF.hand","CONTACTface.hand","pTARGET","ExtraExpVolStudy","distsalivavirusconc","Feye","Fspray","Finhale","Ffomite","rateEair","rateEsurface","rateEair2","rateEsurface2","nsteps","probthin","probinsp","Nsurface","Nsurface2","Nair","Nair2","doseFACE","doseLUNG","doseLUNGFF","doseSPRAY","rFACE","rSPRAY","rLUNGNF","rLUNGFF","rOVERALL","numberinfected"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.778142750263","6.34688592934328","11","0.0992975665316781","6.412593585751","3.4332242872566","0.05","40","122.285513217384","0","0","0","0","551022.959009155","130","resting-speaking","411.963735460513","411.963735460513","411.963735460513","0.00303198941736749","0.000738006862080243","0.462525515686954","15.2","0.551892963694927","0.551892963694927","9.76712763715395","2.33975725007263","0.0735982518550737","0.342744293269468","Duguid","equal","1","1","1","1","3.16895181123472","0.370998662300682","0","0","122285","0.004","0.00632911392405063","502.703540255624","0","4.92248184423862","0","0.23460154896019","3.1876783797708","0.211950502548461","0","0.000572035225332002","0","0.00774467953880664","0.000516818848346867","0.00883340390755295","0.00883340390755295"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.724292536266","6.34534310373338","11","0.0993458594137967","6.41415276284328","3.30943926265463","0.05","60","117.499906628512","0","0","0","0","23087.0027367951","130","resting-speaking","1283.11271337673","1283.11271337673","1283.11271337673","0.00251180798533989","0.000680240231561459","1.23366715204368","15.2","0.616371277160455","0.616371277160455","9.39769417602145","7.04309613880454","0","0.139700855674455","Duguid","equal","1","1","1","1","9.8700977952056","0.0151188890181875","0","0","117499","0.004","0.00632911392405063","22.225808349328","0","15.3900477377302","0","0","6.62114786246166","0.98025650161063","0","0","0","0.0160194428588142","0.00238801366404517","0.0184457111712966","0.0184457111712966"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.087434981484","6.327068400035","11","0.0999205767838095","6.43267899550048","3.40605216212571","0.05","60","119.599277585357","0","0","0","0","104133275.47737","130","resting-speaking","785.452897622212","785.452897622212","785.452897622212","0.00266905703347","0.000635443615842392","1.14323847534445","15.2","0.0746848871272534","0.0746848871272534","7.86278814595179","2.24789571418605","0","0.572139900787268","Duguid","equal","1","1","1","1","6.0419453663247","105.223831779438","0","0","119599","0.004","0.00632911392405063","165591.138467801","0","9.37048378183067","0","0","4.04542170144177","0.598428658489878","0","0","0","0.00981836422132132","0.00145851742198833","0.0112912018985819","0.0112912018985819"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"111.333231473342","6.36276759318235","11","0.0988024856049734","6.39658755470021","3.21384212085977","0.05","60","119.723917865571","0","0","0","0","1350389.35563259","130","resting-speaking","428.511265115111","428.511265115111","428.511265115111","0.00638500451827254","0.000786504464353473","1.21712216107695","15.2","0.0182725991400565","0.0182725991400565","7.49401210901388","8.04350158379101","0.0501152994904238","0.601819306133082","Duguid","equal","1","1","1","1","3.29624050088547","0.852054015250414","0","0","119723","0.004","0.00632911392405063","1083.34288471055","0","5.1342515531446","0","0.00105028471104468","2.19568269707592","0.31969502395381","0","2.56166674583724e-06","0","0.00534100946945748","0.000779440039539447","0.00612716249781831","0.00612716249781831"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"111.644720948767","6.37166229056485","11","0.0985268260471342","6.38765806220906","3.20748177897185","0.05","60","120.999298497266","0","0","0","0","335365.281727923","130","resting-speaking","1553.73476926864","1553.73476926864","1553.73476926864","0.0042527473399255","0.000748135979855343","1.35637770992177","15.2","0.0710033465736797","0.0710033465736797","8.71899181637929","6.21772388684896","0","0.324889609247679","Duguid","equal","1","1","1","1","11.9518059174511","0.24761440555749","0","0","120999","0.004","0.00632911392405063","330.975133164118","0","18.705140636413","0","0","8.27568210577875","1.21479606153423","0","0","0","0.019982245359864","0.00295853211599073","0.0229998955905015","0.0229998955905015"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.716878924053","6.34513067202798","11","0.0993525116215163","6.41436750537271","3.36770246848464","0.05","60","121.080131404728","0","0","0","0","176696610.599497","130","resting-speaking","1855.17350964997","1855.17350964997","1855.17350964997","0.00368487359650998","0.000728310647799648","1.47208017366285","15.2","0.237415011112345","0.237415011112345","8.64152233548854","1.42244992108632","0.0165179866985337","0.201760628688615","Duguid","equal","1","1","1","1","14.2705654588459","135.092026338291","0","0","121080","0.004","0.00632911392405063","185486.820419868","0","22.1767021659891","0","2.10470466588299","9.67005623232657","1.41274477792077","0","0.0051202725001821","0","0.0233095388714748","0.00343978929354849","0.0318484525780522","0.0318484525780522"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"111.718445512","6.37376570616548","11","0.0984618068179118","6.38555006197201","3.2208962354809","0.05","50","118.875904061429","0","0","0","0","230605454.718032","130","resting-speaking","1979.72449779294","1979.72449779294","1979.72449779294","0.0027407430116435","0.00067855287150464","0.84411938880941","15.2","0.0499104240726844","0.0499104240726844","7.62914916522958","5.00478446536304","0.00841213371116193","0.901033389112214","Duguid","equal","1","1","1","1","15.2286499830226","171.287464665879","0","0","118875","0.004","0.00632911392405063","252430.535421746","0","23.8889055754304","0","0.677008352225892","13.2782308004597","1.26420481096933","0","0.00164987733696831","0","0.0318671203701008","0.00307867749132507","0.0366464482522515","0.0366464482522515"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.277150554582","6.33251782625586","11","0.099748678168425","6.42714337593332","3.54420359367505","0.05","40","122.552943521366","0","0","0","0","1841.65198525013","130","resting-speaking","716.966728430557","716.966728430557","716.966728430557","0.00215771019733904","0.000694983500700265","1.59423882059584","15.2","0.106301965524171","0.106301965524171","7.65268663940889","5.6248420537044","0","0.128380128222052","Duguid","equal","1","1","1","1","5.51512868023506","0.00135409093511436","0","0","122552","0.004","0.00632911392405063","1.94837853524577","0","8.53640262522882","0","0","5.59711493143056","0.358510736224338","0","0","0","0.013558740689148","0.000874034239175092","0.0144446257319255","0.0144446257319255"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.559518986847","6.34061995784029","11","0.0994939205669719","6.41893068353256","3.51651758020744","0.05","40","120.909655471389","0","0","0","0","96942166.1618432","130","resting-speaking","1512.56745663804","1512.56745663804","1512.56745663804","0.0060390477212899","0.000716688989420134","1.66188011398292","15.2","0.0421646271071991","0.0421646271071991","7.87437313493928","5.05079582493793","0.0165412761470754","0.312551217517816","Duguid","equal","1","1","1","1","11.6351342818311","76.2255692583189","0","0","120909","0.004","0.00632911392405063","106357.946589904","0","17.9348724535958","0","0.104223705443223","11.0117079290417","0.715266356557966","0","0.00025417185247778","0","0.0265003602409724","0.00174303124269704","0.0285374734162568","0.0285374734162568"
"Meetingroom_higherfrac",0.001,410,0.000285,130,130,"Y",2.75,3.7,110,112,3.2,3.6,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,2,2,2.75,1,"Peak",0,0,0,1,1,1,1,1,1,18000,4500,0.5,"Chen",0,8.671451,3.47,7.01,7,0.7,10,10,5.2,40,60,115,125,120,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,NA,370,720,479,74,720,96,0.54,8.58,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"110.791880430654","6.34727945818031","11","0.0992852540930115","6.41219600746368","3.41309919431806","0.05","60","119.659332351196","0","0","0","0","167707285.787737","130","resting-speaking","2547.91619179143","2547.91619179143","2547.91619179143","0.0020529407088397","0.000667586658411414","1.75357933991332","15.2","0.674659604941451","0.674659604941451","10.1694417682792","4.6434305262387","0","0.148991371956421","Duguid","equal","1","1","1","1","19.5993553214726","114.163063478988","0","0","119659","0.004","0.00632911392405063","171008.605460525","0","30.5086094418023","0","0","13.1992499282592","1.94411628625441","0","0","0","0.0316806048955152","0.00473052270514396","0.0365609934214301","0.0365609934214301"
