ID,dt,DRk,ExtraExpVolStudy,Vts,distsalivavirusconc,Roomheight,RoomairflowNFFF,Roomvolumemin,Roomvolumemax,RoomACHmin,RoomACHmax,RoomUVCpurificationinroom,RoomUVCmaxflowrate,RoomUVCeffmin,RoomUVCeffmax,Roomwindowsopen,Roomwindspeedmin,Roomwindspeedmax,RoomsoaW,RoomsoaH,RoomsoaP,RoomNFw,RoomNFh,RoomNFd,Infected,Infcoughrateperhourmin,Infcoughrateperhourmax,Infcoughrateperhourmode,InfCsprayprobmin,InfCsprayprobmax,InfCsprayprobmode,InfCexhaleprobmin,InfCexhaleprobmax,InfCexhaleprobmode,Infsurfaces,Infactivity,Infsalivastudy,InfsalivaIwasakimin,InfsalivaIwasakimax,InfsalivaChenshape,InfsalivaChenscale,InfEairTalkSmean,InfEairTalkSsd,Sufinger,Suface,Sueye,SuFFtimemin,SuFFtimemax,SuTmaxa,SuTmaxb,SuTmaxc,INACTIVaira,INACTIVairb,INACTIVairc,INACTIVsurfacea,INACTIVsurfaceb,INACTIVsurfacec,INACTIVskinmean,INACTIVskinsd,TRANSsurface.skinshape,TRANSsurface.skinscale,CONTACTsurfaceNF.handa,CONTACTsurfaceNF.handb,CONTACTsurfaceNF.handc,CONTACTsurfaceFF.handa,CONTACTsurfaceFF.handb,CONTACTsurfaceFF.handc,CONTACTface.handsize,CONTACTface.handmu,SuTARGETmin,SuTARGETmax,SuCeyeprob,SuCSPRAYprobmin,SuCSPRAYprobmax,SuCSPRAYprobmode,SuCinhaleprobmin,SuCinhaleprobmax,SuCinhaleprobmode,SuChandtouchmin,SuChandtouchmax,SuChandtouchmode,SuCfomiteprobmin,SuCfomiteprobmax,SuCfomiteprobmode,SuSPRAYprob,Su
CEMRA_SMALLRETAILER,0.001,410,Duguid,0.000285,equal,3,3.7,48,52,2.5,3.5,N,,,,N,,,,,,3.7,2.4,3,1,1,10,5,1,1,1,1,1,1,10000,resting-speaking,Chen,0,3,3.47,1,1,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1
